,name,price,adress,unit_details,description,score,URL
280,"['', '1 Bed 1 Bath Apartment']",['$900 / Month'],"['Kelowna, BC, V1Y']","['Kelowna, BC, Canada, Kelowna, BC', 'Listed about a day ago · Available 2023/02/14', 'Apartment', '1 bed · 1 bath', 'Central AC', 'Gas heating', 'Laundry in building', 'Street parking', 'Joined Facebook in 2011']","['1 bedroom in a 4 bedroom house for rent,  Brighton Rd  (Springfield and hwy 33)  10 minute walk to bus. Room is on lower level and comes with a bed.  Lower level common area includes a table and chairs, a futon couch, microwave oven, and refrigerator.   Lower level bathroom includes a shower.  Upper level comes with a family with small children.\nMature tenant is welcome others may apply.  This is a shared house.  No smoking vaping any substance on the property.   No drug/substance abuse ( no exception)  No parties, nopes. See less']",[],['https://www.facebook.com/marketplace/item/5981221128610776/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748362181552670427%22%2C%22mf_story_key%22%3A%225805158042903339%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5805158042903339%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A296%2C%5C%22ranking_signature%5C%22%3A3642341393260609536%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00065850294246844%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225805158042903339%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
281,"['', '1 Bed 1 Bath House']","['$1,800 / Month']","['Kelowna, BC, V1V']","['Forest Edge Dr, Kelowna, BC', 'Listed 4 days ago · Available now', 'House', '1 bed · 1 bath', 'AC available', 'Heating available', 'In-unit laundry', 'Parking available', 'Joined Facebook in 2007']","['Property Details:\n-Available Immediately\n-Lower level suite\n-$1800/month + Utilities\n-1 Bedroom\n-1 Bathroom\n-Walk in Closet\n-5 appliances\n-No Pets\n\nProperty Description:\nThis beautiful, legal, one bedroom, one bathroom basement suite has a separate, private entry on the left side of house. This suite comes fully equipped with stainless steel appliances in the kitchen, and in suite laundry. The single bedroom boasts a large walk in closet with ample storage space. Basic furnishings are provided for your convenience. This suite really is a must see, in a quality, safe neighborhood!\n\n**This property is advertised by a licensed property manager who is an agent for the property owner.**\n\nFor more information or to schedule a viewing, please contact Chris by messaging through this listing.\n See less']",[],['https://www.facebook.com/marketplace/item/884427286036036/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748362181552670427%22%2C%22mf_story_key%22%3A%225844696188982052%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5844696188982052%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A297%2C%5C%22ranking_signature%5C%22%3A3642341393260609536%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00065547684047586%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225844696188982052%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
282,"['', '2 Beds 1 Bath - House']","['$1,900 / Month']","['Kelowna, BC, V1Y 3E7']","['Gordon Dr, Kelowna, BC', 'Listed over a week ago · Available now', 'House', '2 beds · 1 bath', 'In-unit laundry', 'Unfurnished', '1 Year Lease', 'Joined Facebook in 2007']","['2 bedroom 1 bath, located on Gordon drive close to downtown. Available feb 1st, np ns\nLaundry in suite. See less']",[],['https://www.facebook.com/marketplace/item/571815424812100/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748350636732880976%22%2C%22mf_story_key%22%3A%228925899587420204%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A8925899587420204%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A299%2C%5C%22ranking_signature%5C%22%3A4333260240863625216%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00064171776150676%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%228925899587420204%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
283,"['', '6 Beds 4 Baths House']","['$3,950 / Month']","['West Kelowna, BC, V4T 1J6']","['3720 Inverness Rd, West Kelowna, BC', '2700 square meters', 'Listed over a week ago · Available now', 'House', '6 beds · 4 baths', '2700 square meters', 'Central AC', 'Central heating', 'In-unit laundry', 'Garage parking', 'Unfurnished', 'Joined Facebook in 2007']",['There are 2 house available. \n\nWelcome to the quiet cul-de-sac on Inverness. This is a family friendly neighbourhood. This 6 bedroom 4 bathroom home. \n3 bedrooms 2 bathrooms upstairs on the main level which includes the master with walk-in closet and en suite. The beautiful kitchen has stainless steel appliances with quarts countertops. \nDownstairs has a 4th bedroom and bathroom.\n\nCall or text [hidden information]\nNo Smoking\nNo Pets\nCredit and Background Check required See less'],[],['https://www.facebook.com/marketplace/item/654859929608599/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748350636732880976%22%2C%22mf_story_key%22%3A%228609162462459603%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A8609162462459603%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A300%2C%5C%22ranking_signature%5C%22%3A4333260240863625216%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00063803250032488%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%228609162462459603%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
284,"['', '1 Bed 1 Bath House']","['$1,550 / Month']","['West Kelowna, BC, V1Z']","['West Kelowna, BC, Canada, West Kelowna, BC', '1000 square meters', 'Listed over a week ago · Available 2023/03/01', 'House', '1 bed · 1 bath', '1000 square meters', 'Central AC', 'Central heating', 'In-unit laundry', 'Street parking', 'Unfurnished', 'Joined Facebook in 2007']","['Furnished or Unfurnished suite \n\nSpacious 1000 sq.ft. 1 bedroom , 1 bathroom legal ground level suite available March 1st or April 1st. Located in West Kelowna Estates, 8 minutes to downtown Kelowna. 11 minutes to KGH. \n\nThis suite entails: \n\n- In-unit laundry. \n\n- Utilities included (internet, electricity, water).\n\n- Parking for one vehicle included. \n\n- Great location, quite neighbourhood, shopping centres, restaurants and hiking trails near by. \n\n * No pets - non negotiable. \n\n* Absolutely no smoking in all forms on property.  \n\n * Damage deposit and reference check required. \n\n    \nLooking for a working professional \n\n$1550 unfurnished \n\n$1750 furnished \n\nPlease PM for more information and viewings. I will only respond to messages that include a description of tenant and employment status. \n\nIf ad is up, it is available.\n\nThank you. See less']",[],['https://www.facebook.com/marketplace/item/736041267862652/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748350636732880976%22%2C%22mf_story_key%22%3A%225888052454612501%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5888052454612501%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A301%2C%5C%22ranking_signature%5C%22%3A4333260240863625216%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00063690627794282%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225888052454612501%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
285,"['', '3 Beds 2 Baths - House']","['$2,500 / Month']",['Location is approximate'],"['Vernon, BC', '1400 square meters', 'Listed over a week ago · Available 2023/04/01', 'House', '3 beds · 2 baths', '1400 square meters', 'Central AC', 'Gas heating', 'In-unit laundry', 'Garage parking', 'Unfurnished', '1+ Years Lease', 'Dishwasher', 'Ceiling Fan', 'Fireplace', 'Oven', 'Refrigerator', 'Vernon, BC', 'Joined Facebook in 2006']","['3 bedroom, 2 bathroom house with garage, large storage room, laundry room with washer and dryer, AC, dishwasher, fireplace and parking. Approximately 1400 square feet (including storage, not garage). Master bedroom has two huge closets. Located in Harwood. $2500/m plus estimated utilities (adjusted for quarterly). No smoking, no pets. Available April 1 (or slightly earlier).\n\nPlease respond by telling me a bit about yourself, your employment and rental history, and details on anyone else who would be moving in. \n\nThere are lovely tenants renting downstairs so I’m looking for respectful, quiet and clean renters who will treat them well too. See less']",[],['https://www.facebook.com/marketplace/item/895915531604541/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748350636732880976%22%2C%22mf_story_key%22%3A%225959029570841169%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5959029570841169%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A302%2C%5C%22ranking_signature%5C%22%3A4333260240863625216%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0006335478962841%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225959029570841169%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
286,"['', '1 Bed 1 Bath House']","['$1,400 / Month']",['Location is approximate'],"['West Kelowna, BC', '1000 square meters', 'Dog and cat friendly', 'Listed over a week ago · Available now', 'House', '1 bed · 1 bath', '1000 square meters', 'AC available', 'Central heating', 'In-unit laundry', 'Parking available', 'Unfurnished', '1 month Lease', 'West Kelowna, BC', 'Joined Facebook in 2012']",['Ground level suite with its own laundry and patio space. Lots of driveway parking. 1100 sq ft. Stainless appliances. Shared utility bill with upper tenants. Available now. One small pet allowed See less'],"['Provided by Walk Score®︎', '6 out of 100', '34 out of 100', 'Provided by Walk Score®︎', 'Routes: 24 Shannon Lake, 28 Smith Creek', 'Routes: 24 Shannon Lake, 25 East Boundary', 'Routes: 97 Okanagan']",['https://www.facebook.com/marketplace/item/1142056296547123/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748350636732880976%22%2C%22mf_story_key%22%3A%225224178204270274%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5224178204270274%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A303%2C%5C%22ranking_signature%5C%22%3A4333260240863625216%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0006292344626573%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225224178204270274%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
287,"['', 'Luxury-brand new basement suite walk out. 2beds 1bath']","['$2,100 / Month']","['Kelowna, BC, V1P']","['Deans Dr, Kelowna, BC', 'Listed 6 days ago · Available now', 'House', '2 beds · 1 bath', 'Central AC', 'In-unit laundry', 'Parking available', 'Unfurnished', '1 Year Lease', '3 persons live here', 'Joined Facebook in 2020']","['The basement is completed with a bathroom, 2 bedrooms, living room and kitchen, 100% new and fitted with all modern conveniences.\nSeclusion and privacy\nHave nice view\nUtilities 👉 no cover\nLong term for rent (1year)\nFor student or single people (maximum 3 people)\nAnimal 👉 no See less']",[],['https://www.facebook.com/marketplace/item/5919704028117147/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748350636732880976%22%2C%22mf_story_key%22%3A%226230536886976800%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6230536886976800%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A304%2C%5C%22ranking_signature%5C%22%3A4333260240863625216%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00062639765309111%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226230536886976800%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
288,"['', '3 Beds 1.5 Baths House']","['$2,995 / Month']","['Kelowna, BC, V1W 1E5']","['484 Barkley Rd, Kelowna, BC', '1425 square feet', 'Dog and cat friendly', 'Listed 2 days ago · Available 2023/02/15', 'House', '3 beds · 1 bath', '1425 square feet', 'Heating available', 'In-unit laundry', 'Parking available', 'Joined Facebook in 2022']","['Location: 484A Barkley Road\nAvailable: February 15th, 2023\nBooking Link: https://calendly.com/vantagewestrealtypm/barkleyrd\n\nProperty Description:\n\nThis beautiful, 3 Bedroom, 1.5 Bath upper level house is located in the highly desirable Lower Mission Neighbourhood. You are 5 minute walking distance to Sarsons Beach, parks, elementary and Okanagan Mission High School.\n\nThe house is located on a huge, pie shaped lot, with fully fenced backyard. The large, l-shaped, covered patio is enjoyable year round, with french door access to the dining room.\n\nWalking into this home, you enter to the foyer space with ample storage and large closet. The suite is over 1400 sq ft, with beautiful hardwood floors through out the living spaces. The large kitchen is beautifully tiled and features quartz countertops and stainless steel appliances. The living room is a great size, with a giant picture window overlooking the front garden and a floor to ceiling decorative rock fireplace (fireplace has been capped - not functionable).\n\nThe master bedroom has an ensuite powder room and his and hers closets. The main bathroom is beautifully tiled, with a large bathroom vanity and rainfall showerhead. The stacker washer/dryer is also located in the bathroom.\n\n1 year lease to start, long term tenants preferred.\n\nProperty Details:\n\n- 3 Bed, 1.5 Bath, Upper Level House\n- $2995.00/month+ 65% utilities\n- 1425 Square Feet, built in 1969\n- Pets Negotiable\n- In Suite Laundry and Dishwasher\n- Baseboard Heat, Forced Air\n- Ample Parking, Double Carport\n- Unfurnished\n- 1 year lease to start, long term tenant preferred\n\nInterested in this property?\n\nPlease click on schedule tour link.\n\nPlease use the link provided above to book an in-person or virtual viewing.\n\n***Applicants MUST view the property before your application is processed***\n\n* If the ad/application is still up on this site, the property is still available.\n\n*This property is advertised by a licensed property manager, Ezra Cremers who is an agent for the property owner* See less']",[],['https://www.facebook.com/marketplace/item/916798009512189/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748350636732880976%22%2C%22mf_story_key%22%3A%226336097419735582%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6336097419735582%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A305%2C%5C%22ranking_signature%5C%22%3A4333260240863625216%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00062468221748401%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226336097419735582%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
289,"['', '2 Beds 2 Baths Apartment']","['$2,100 / Month']",['Location is approximate'],"['Kelowna, BC', '885 square meters', 'Listed over a week ago · Available 2023/02/15', 'Apartment', '2 beds · 2 baths', '885 square meters', 'Electric heating', 'In-unit laundry', 'Street parking', 'Unfurnished', '1 Year Lease', 'Kelowna, BC', 'Joined Facebook in 2009']","['Modern and New 2 Bedroom, 2 Bathroom basement suite in Wilden available for rent!  The Suite entry is located on the side of the property so is separate from the main house.  There is lots of street parking available.  The ceiling height is 9’0 so lets in lots of natural light. Custom Designed with White Oak Vinyl Floors, Modern Designed Kitchen with Stainless Steel Appliances, eating bar, dishwasher and built-in microwave. The Suite includes a large Great Room, Kitchen with Laundry closet, 2 bedrooms 2 bathrooms including an ensuite bathroom.  Lawn mowing and yard maintenance is included.  The separation between the main house and suite has extra insulation.  The rental price is $2100 per month plus utilities. It is available February 15th or March 1st, 2023 for a minimum 9 month lease. No smoking/vaping of any kind on the property. Please contact Karli for more information or to view at [hidden information] or email [hidden information].\n\nRental Info:\n\n-Available February 15th or March 1st, 2023\n-$2100 per month\n-Utilities not included (tenants will need to set-up their own account)\n-Unfurnished\n-Long term tenants preferred, start with 9 month lease\n-Security deposit of half months rent\n-NO PETS\n-NO PARTIES\n-NO SMOKING/VAPING/DRUGS; etc...\nTo Apply, please message with some info about you and the other tenants and answer the following questions:\n\n1) What do you do? Where do you work?\n2) How many people/tenants will be moving in?\n3) Why are you moving/looking for a new place?\n4) What is your ideal move-in date?\n5) How long do you plan to stay for?\nWe will require;\n\n-References\n-Proof of employment\n-Credit check\n-Completed application See less']","['Provided by Walk Score®︎', '26 out of 100', '20 out of 100', 'Provided by Walk Score®︎', 'Routes: 7 Glenmore', 'Routes: 18 Glenmore / Downtown, 19 Glenmore/Orchard Park, 6 Glenmore / UBCO Express']",['https://www.facebook.com/marketplace/item/316384920658428?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748347475711274108%22%2C%22mf_story_key%22%3A%225364034520296880%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5364034520296880%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A309%2C%5C%22ranking_signature%5C%22%3A7861158455246061568%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00062487566882473%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225364034520296880%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
290,"['', 'Private Room For Rent']",['$750 / Month'],['Location is approximate'],"['West Kelowna, BC', 'Cat friendly', 'Listed over a week ago · Available now', 'House', '2 beds · 1 bath', 'Central AC', 'Central heating', 'Parking available', 'Furnished', '1 month Lease', '1 person lives here', 'Patio', 'Refrigerator', 'Walk-in Closet', 'West Kelowna, BC', 'Joined Facebook in 2023']","['18-23 y/o female preferred please! All utilities and wifi included ! \n\nThis cozy, hippie den styled, 2 bedroom basement suite offers the most adequate necessities. It is a sliding glass door entry through the backyard. We have a wide spaced, open, carpeted living room with a matching 3 seat sofa elbowed styled with a 2 seated sofa looking toward a TV. A glass coffee table with different Knick-Knacks along the overhead wall ledge (please do bring some of your own paintings and posters :). Next is the kitchenette, it’s small; but enough, we have a cook top, sink, a fridge, a toaster oven, toaster, and a kettle. Basic cutlery, bowls, plates, glasses and mugs. The Bathroom is shared, I keep it tidy. It’s got symmetrical drawers and storage space under the sink so you’ll have your own side for your things. The shower has a tub so baths are easily doable and it’s got decent space. The room you’ll be renting is the master bedroom, it has a small walk-in closet, fully furnished with a nightstand, a lazy boy comfort chair, a tall wardrobe and dresser, bed frame and mattress (unless of course you’d like to try and bring your own!) If you’d like to have a FaceTime/Skype virtual tour and ask ANY questions about the place please use my attached Number or Email! :) hope to be rooming with you. ( no pets, cats negotiable)\n\n(SMS) [hidden information]\n(Email) [hidden information] See less']",[],['https://www.facebook.com/marketplace/item/866219791359686?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748347475711274108%22%2C%22mf_story_key%22%3A%228837896559586345%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A8837896559586345%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A310%2C%5C%22ranking_signature%5C%22%3A7861158455246061568%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00062363971847756%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%228837896559586345%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
291,"['', '1 Bed 1 Bath House']",['$900 / Month'],"['Kelowna, BC, V1Y 7X3']","['1043 Guisachan Rd, Kelowna, BC', '1000 square feet', 'Listed over a week ago · Available now', 'House', '1 bed · 1 bath', '1000 square feet', 'AC available', 'Electric heating', 'In-unit laundry', 'Off-street parking', 'Joined Facebook in 2007']","['1 Bedroom available in 3 bedroom 1 Bathroom Fully Furnished Rental Available Immediately. Only available until April 30/23.\n\nRental = $900/mo.\nWater/Electricity/Internet = $80/month.\n\nThis cute one level rental was completely renovated from top to bottom last year. It is located only steps from the Guisachan Village shopping Plaza, and KGH. It is fully furnished with everything that you will need during your stay from plates/cups to towels and linens. You will also have your own driveway to park right at your front door.\n\nPM, call, or text Kevin @ [hidden information] to view the home today!   See less']",[],['https://www.facebook.com/marketplace/item/702654548235064/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748350636732880976%22%2C%22mf_story_key%22%3A%225476476202462455%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5476476202462455%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A308%2C%5C%22ranking_signature%5C%22%3A4333260240863625216%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00062289430394346%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225476476202462455%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
292,"['', '3 Beds 2 Baths House']","['$3,500 / Month']","['Kelowna, BC, V1P 1N6']","['Kloppenburg Ct, Kelowna, BC', '2100 square feet', 'Dog friendly', 'Listed 6 days ago · Available 2023/02/28', 'House', '3 beds · 2 baths', '2100 square feet', 'Central AC', 'Central heating', 'In-unit laundry', 'Garage parking', 'Joined Facebook in 2007']","['Executive, Spacious, Bright 3 bedroom 2 Bath\n\nPanoramic Views\nFenced Yard\nCustom Built Home\nHuge Front and Back Deck\n\nAvailable: March 1st\nFlexible Move in Date \n12, 24, or 36 Month Lease\n\nGarage and storage Included\n2 Parking Spots + Full Double Garage\nPet Friendly (Small Dogs Only) \n\nBBQ and Outdoor Recreational Area \nGarden Area with Garden Beds\nWasher dryer Included\nGas Range\nIndoor Fireplace Included \nUnfurnished\n\nRent:\n$3500+half utilities (around $300)\nDamage deposit (1 Month Rent)\nPet deposit ($500 if applicable)\n\nNote: There is a Separate Legal 1 bedroom Suite in the basement with a separate entrance to the side.\n\nWe have videos if you are interested dm or message and we can forward the video prior to viewing\n\nWork reference and landlord reference required. See less']",[],['https://www.facebook.com/marketplace/item/3008683182773883/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748347475711274108%22%2C%22mf_story_key%22%3A%226142298269115628%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6142298269115628%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A311%2C%5C%22ranking_signature%5C%22%3A7861158455246061568%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00062062107230325%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226142298269115628%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
293,"['', '2 Beds 2 Baths Apartment']","['$2,500 / Month']","['Kelowna, BC, V1Y 9Z4']","['1093 Sunset Dr, Kelowna, BC', '900 square meters', 'Listed over a week ago · Available now', 'Apartment', '2 beds · 2 baths', '900 square meters', 'AC available', 'Electric heating', 'In-unit laundry', 'Garage parking', 'Unfurnished', 'Joined Facebook in 2006']","[""**Monthly rentals only available Feb 1 to April 31**\n\nWelcome to your new rental in the beautiful community of Waterscapes. Live at one of the most sought after vacation rental properties in downtown Kelowna! Includes all the amenities - pool, gym, hot tubs (2) and 1 parking stall.\n\nWithin walking distance to Bernard Avenue (shopping), trendy cafes, pubs, restaurants and Safeway grocery store.\n\nThis condo is a 2 bed, 2 bath - fully furnished, in the Osprey 2 building. It's a perfect opportunity for two students, working professionals or a young family.\n\nThe primary bedroom has a queen bed, walk in closet and 4 piece ensuite. The 2nd bedroom has a queen bed. The other bathroom is a 3 piece.\n\nAmenities include all plates, glasses, cutlery, small appliances (kettle, coffee machine, microwave), in-unit laundry, sofa, TV, internet, and more!\n\n**Monthly rentals only available Feb 1 to April 31**\n\n$2500 + hydro See less""]",[],['https://www.facebook.com/marketplace/item/615316216840898/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748347475711274108%22%2C%22mf_story_key%22%3A%224947976308637224%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A4947976308637224%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A312%2C%5C%22ranking_signature%5C%22%3A7861158455246061568%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00061915096417293%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%224947976308637224%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
294,"['', '1 Bed 1 Bath Townhouse']","['$1,200 / Month']",['Location is approximate'],"['Kelowna, BC', 'Listed over a week ago · Available 2023/03/01', 'Townhouse', '1 bed · 1 bath', 'Central AC', 'Central heating', 'Laundry in building', 'Garage parking', 'Furnished', '1 person lives here', 'Dishwasher', 'Microwave', 'Oven', 'Refrigerator', 'Kelowna, BC', 'Joined Facebook in 2007']","[""AVAILABLE MARCH 1\n\n* Fully furnished\n* Private ensuite bathroom\n* Includes internet\n* Beautifully furnished\n* On bus route\n* Walk to UBC\n\nACADEMY WAY **6-12 mo. lease**\n\nThis is a 2 bed fully furnished shared townhome.\n\nRenting one large private suite with a beautiful private ensuite bathroom inside the suite. Has its own private and separate entrance into the suite.\nVery Unique design!\n\nComes with an attached, heated, double garage that is attached to the suite. convenient parking for one car included.\n\nHigh end finishing's for you to enjoy... just recently built! $1200 single or\n$1400 couple. Shared laundry, kitchen and social space, internet included.\n\nNo smoking or pets.\n\n*please tell me about yourself, when you are looking to move and why you are moving etc.\n\nthank you :) See less""]","['Provided by Walk Score®︎', '3 out of 100', '35 out of 100', '27 out of 100', 'Provided by Walk Score®︎', 'Routes: 8 University / OK College', 'Routes: 97 Okanagan', 'Routes: 23 Lake Country, 4 Pandosy / UBCO Express']",['https://www.facebook.com/marketplace/item/997164547842582/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748347475711274108%22%2C%22mf_story_key%22%3A%225146424762036810%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5146424762036810%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A313%2C%5C%22ranking_signature%5C%22%3A7861158455246061568%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00061901136330954%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225146424762036810%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
